,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,999.0,11.03,8.65,9.12,11.25,3.82,14.3,4.17,6.39,15.46,18.85,14.7,10.98,9.82,17.72,6.46,7.88,12.64,3.64,1.92,17.45,19.29,11.15,20.31,12.58,3.55,11.78,7.2,5.49,20.54,4.2,3.92,23.7,19.22,13.21,1.08,20.77,6.0,3.18,5.11
2,11.03,999.0,8.77,5.35,5.95,10.24,3.87,8.86,4.77,6.32,7.82,4.67,6.58,5.74,6.76,7.36,4.15,5.65,10.67,10.12,10.34,27.95,0.27,17.41,4.35,12.29,2.11,10.06,12.51,16.41,11.07,11.22,18.91,8.3,4.06,10.35,16.85,7.59,9.26,7.06
3,8.65,8.77,999.0,3.47,13.22,5.12,9.72,4.49,7.64,9.23,14.95,13.42,13.49,12.2,13.45,2.64,9.24,13.71,5.51,6.75,9.53,19.91,8.65,11.79,6.86,11.94,10.72,2.18,13.46,11.89,11.83,11.71,15.05,16.15,12.72,8.9,12.14,2.95,5.47,9.32
4,9.12,5.35,3.47,999.0,10.31,6.62,6.44,5.39,5.5,6.6,11.66,9.97,10.71,9.5,10.2,3.04,6.66,10.57,7.09,7.48,8.41,23.2,5.21,13.24,3.85,11.76,7.37,5.13,12.84,12.75,11.17,11.16,15.69,12.75,9.36,8.95,13.11,3.48,6.23,7.78
5,11.25,5.95,13.22,10.31,999.0,12.44,9.29,11.28,5.95,12.08,10.96,5.3,0.79,1.43,10.65,10.98,4.11,1.67,12.73,11.35,16.27,30.24,6.22,23.21,10.3,10.66,4.24,13.76,9.86,22.31,9.04,9.34,24.86,10.29,3.67,10.22,22.74,10.98,11.15,6.14
6,3.82,10.24,5.12,6.62,12.44,999.0,12.74,1.39,6.59,13.23,17.76,14.61,12.41,11.1,16.43,3.58,8.44,13.5,0.47,1.97,14.45,17.97,10.27,16.55,10.44,7.35,11.61,3.42,9.18,16.89,7.7,7.48,20.08,18.5,13.39,4.41,17.09,3.14,1.32,6.78
7,14.3,3.87,9.72,6.44,9.29,12.74,999.0,11.38,8.4,2.93,5.24,5.67,10.01,9.39,3.76,9.32,8.02,8.48,13.19,13.08,7.4,29.61,3.63,15.48,2.97,15.96,5.05,11.56,16.32,14.09,14.83,14.96,16.19,6.53,6.24,13.76,14.57,9.69,12.01,10.83
8,4.17,8.86,4.49,5.39,11.28,1.39,11.38,999.0,5.36,11.97,16.38,13.25,11.3,9.98,15.06,2.42,7.22,12.26,1.83,2.29,13.46,19.29,8.88,16.22,9.16,7.48,10.25,3.32,9.12,16.38,7.53,7.37,19.54,17.11,12.06,4.44,16.62,1.95,0.99,5.91
9,6.39,4.77,7.64,5.5,5.95,6.59,8.4,5.36,999.0,10.23,12.56,8.36,6.04,4.72,11.53,5.18,1.86,6.91,6.93,5.84,13.37,24.54,4.94,18.71,7.52,7.56,5.4,7.88,8.02,18.25,6.47,6.57,21.14,12.83,6.96,5.62,18.61,5.11,5.35,2.53
10,15.46,6.32,9.23,6.6,12.08,13.23,2.93,11.97,10.23,999.0,6.69,8.57,12.78,12.04,5.13,9.65,10.26,11.37,13.69,13.98,4.5,28.98,6.05,12.81,2.87,17.61,7.85,11.32,18.25,11.29,16.67,16.75,13.28,8.43,9.16,15.1,11.78,10.09,12.77,12.75
11,18.85,7.82,14.95,11.66,10.96,17.76,5.24,16.38,12.56,6.69,999.0,5.7,11.75,11.71,1.57,14.46,11.56,9.52,18.21,17.87,10.56,34.85,7.71,19.18,8.14,19.95,7.57,16.79,19.89,17.42,18.59,18.79,18.83,1.98,7.29,18.17,17.93,14.81,16.92,14.66
12,14.7,4.67,13.42,9.97,5.3,14.61,5.67,13.25,8.36,8.57,5.7,999.0,6.08,6.2,5.62,11.97,6.86,3.81,15.01,14.17,13.06,32.49,4.77,21.07,7.98,15.09,3.01,14.71,14.7,19.75,13.59,13.83,21.85,5.04,1.7,13.84,20.23,12.17,13.51,9.91
