,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1,999.0,5.65,9.17,18.81,3.64,6.17,4.96,2.67,5.54,3.29,1.88,9.37,4.5,4.06,3.2,2.61,3.71,3.91,9.5,3.25,14.28,2.51,3.89,3.24,4.71,13.24,18.64,4.31,8.36,22.26,8.38,3.25,7.6,14.54,5.6,13.28,13.57,7.75,13.7,19.49
2,5.65,999.0,14.61,16.17,4.98,10.53,5.55,8.31,4.27,2.63,4.57,12.61,4.2,3.3,2.45,7.74,8.61,4.53,13.39,2.76,19.2,7.7,7.11,5.28,8.83,14.51,16.65,6.51,13.98,16.9,8.36,3.11,13.2,19.22,0.94,12.29,18.0,13.14,14.93,17.33
3,9.17,14.61,999.0,23.06,10.42,9.54,13.25,6.81,12.58,12.46,10.88,7.58,11.67,11.96,12.24,6.87,8.46,12.64,6.06,12.42,5.86,6.91,8.34,11.64,6.59,13.07,22.02,9.41,2.18,31.42,12.41,12.41,2.17,6.68,14.72,16.47,6.55,1.48,13.43,23.01
4,18.81,16.17,23.06,999.0,15.19,24.98,21.52,20.61,13.37,17.95,19.26,15.89,14.36,15.03,17.18,18.62,22.5,20.31,17.6,18.1,23.87,18.71,16.05,20.66,17.15,11.49,2.23,15.06,24.01,23.7,11.0,18.59,23.17,22.95,17.09,6.63,21.33,21.9,11.42,1.89
5,3.64,4.98,10.42,15.19,999.0,9.8,7.59,5.57,2.26,4.28,4.57,7.65,1.26,1.73,3.5,3.92,7.31,6.31,8.41,4.38,14.43,3.96,2.23,6.17,4.05,10.28,15.0,1.53,10.34,21.68,4.82,4.77,9.48,14.35,5.54,9.68,13.08,8.95,10.74,15.85
6,6.17,10.53,9.54,24.98,9.8,999.0,5.93,4.92,11.68,7.93,6.1,13.7,10.65,10.1,8.43,7.02,2.52,6.27,13.11,7.8,15.4,6.89,9.47,5.31,9.32,18.52,24.77,10.21,7.58,25.08,14.41,7.42,7.37,16.17,10.01,19.34,15.77,8.74,18.97,25.64
7,4.96,5.55,13.25,21.52,7.59,5.93,999.0,6.51,8.48,3.63,3.19,14.32,7.75,6.83,4.46,7.48,5.08,1.29,14.45,3.48,18.79,7.36,8.68,1.74,9.67,17.83,21.79,8.8,11.87,19.23,12.3,3.0,11.3,19.21,4.76,16.92,18.36,11.99,18.28,22.53
8,2.67,8.31,6.81,20.61,5.57,4.92,6.51,999.0,7.76,5.88,4.13,8.91,6.69,6.49,5.87,2.13,2.57,5.83,8.55,5.81,12.28,2.0,4.68,4.85,4.41,13.6,20.2,5.57,5.75,24.8,9.75,5.72,5.04,12.73,8.23,14.66,11.98,5.49,14.06,21.11
9,5.54,4.27,12.58,13.37,2.26,11.68,8.48,7.76,999.0,4.86,5.91,8.82,1.07,1.68,4.02,6.18,9.26,7.2,9.9,5.0,16.25,6.22,4.25,7.38,6.06,10.25,13.4,3.23,12.58,20.12,4.11,5.48,11.72,16.04,5.09,8.44,14.67,11.12,10.67,14.2
10,3.29,2.63,12.46,17.95,4.28,7.93,3.63,5.88,4.86,999.0,1.94,11.67,4.2,3.24,0.85,5.72,5.98,2.37,12.14,0.16,17.42,5.65,5.91,2.81,7.34,14.55,18.17,5.69,11.62,18.97,8.77,0.64,10.88,17.6,2.36,13.3,16.52,11.02,14.99,18.92
